time,temperature,voltage,current,chemistry,dataset
635.0,202.362,0.0084,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
636.0,203.827,0.0081,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
637.0,199.216,0.0078,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
638.0,200.093,0.0077,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
639.0,198.34,0.0072,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
640.0,197.737,0.0077,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
641.0,195.964,0.0072,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
642.0,195.193,0.0053,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
643.0,194.415,0.0053,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
644.0,192.415,0.0063,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
645.0,188.092,0.0043,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
646.0,190.109,0.0043,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
647.0,188.642,0.0038,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
648.0,188.081,0.0048,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
649.0,186.519,0.0045,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
650.0,181.35,0.0053,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
651.0,185.073,0.0059,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
652.0,180.66,0.0066,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
653.0,182.02,0.0082,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
654.0,178.174,0.0079,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
655.0,179.378,0.008,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
656.0,175.36,0.0084,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
657.0,176.693,0.0085,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
658.0,174.952,0.0082,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
659.0,175.648,0.0073,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
660.0,171.367,0.0073,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
661.0,172.393,0.0059,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
662.0,167.945,0.0038,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
663.0,168.805,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
664.0,167.034,0.0034,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
665.0,165.512,0.0036,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
666.0,164.898,0.0043,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
667.0,164.941,0.0036,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
668.0,162.866,0.0046,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
669.0,162.609,0.0032,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
670.0,161.91,0.0021,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
671.0,161.963,0.0032,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
672.0,159.204,0.0033,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
673.0,157.39,0.004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
674.0,156.09,0.0042,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
675.0,156.905,0.0037,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
676.0,153.632,0.0025,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
677.0,151.928,0.0006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
678.0,153.595,0.0024,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
679.0,153.622,0.0008,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
680.0,151.564,0.0022,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
681.0,148.791,0.0023,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
682.0,145.473,0.0026,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
683.0,145.905,0.0028,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
684.0,144.183,0.0034,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
685.0,147.093,0.0026,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
686.0,142.89,0.0004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
687.0,143.243,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
688.0,140.371,0.0005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
689.0,141.085,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
690.0,139.997,0.0011,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
691.0,140.811,0.0009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
692.0,139.919,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
693.0,138.131,0.0001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
694.0,136.477,0.0006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
695.0,135.117,0.0011,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
696.0,136.229,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
697.0,136.307,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
698.0,132.724,0.001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
699.0,132.307,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
700.0,130.283,0.001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
701.0,128.19,0.0022,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
702.0,130.144,0.001,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
703.0,128.514,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
704.0,129.856,0.0007,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
705.0,125.153,0.0003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
706.0,125.618,0.0016,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
707.0,124.076,0.0032,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
708.0,125.245,0.0021,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
709.0,123.48,0.0013,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
710.0,121.791,0.0014,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
711.0,121.075,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
712.0,121.567,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
713.0,120.234,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
714.0,119.288,0.002,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
715.0,119.918,0.0022,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
716.0,116.413,0.0016,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
717.0,118.651,0.0006,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
718.0,118.946,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
719.0,116.417,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
720.0,116.361,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
721.0,114.982,0.0,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
722.0,113.567,0.0005,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
723.0,114.311,0.0004,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
724.0,112.599,0.0012,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
725.0,112.188,0.0009,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
726.0,112.001,0.0026,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
727.0,109.142,0.0034,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
728.0,107.626,0.0036,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
729.0,112.148,0.0041,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
730.0,109.365,0.0035,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
731.0,108.486,0.0032,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
732.0,106.595,0.003,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
733.0,107.412,0.0022,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
734.0,105.251,0.0008,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
735.0,106.397,0.0014,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
736.0,105.515,0.0023,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
737.0,104.66,0.0027,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
738.0,104.351,0.0026,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
739.0,102.47,0.0049,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
740.0,101.965,0.0042,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
741.0,102.675,0.0044,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
742.0,99.303,0.0056,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
743.0,100.66,0.0045,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
744.0,101.981,0.0051,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
745.0,97.701,0.0069,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
746.0,99.992,0.0068,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
747.0,100.8,0.007,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
748.0,97.787,0.0063,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
749.0,98.122,0.0068,0.0,NMC-LMO,SNL_NMC-LMO_85SOC_a
0.0,25.009,4.1484,1.494,NMC-LMO,SNL_NMC-LMO_85SOC_b
1.0,24.996,4.147,1.574,NMC-LMO,SNL_NMC-LMO_85SOC_b
2.0,25.415,4.1442,1.49,NMC-LMO,SNL_NMC-LMO_85SOC_b
3.0,24.827,4.1517,1.525,NMC-LMO,SNL_NMC-LMO_85SOC_b
4.0,25.548,4.148,1.494,NMC-LMO,SNL_NMC-LMO_85SOC_b
5.0,25.632,4.1476,1.45,NMC-LMO,SNL_NMC-LMO_85SOC_b
6.0,24.632,4.1488,1.454,NMC-LMO,SNL_NMC-LMO_85SOC_b
7.0,25.662,4.1517,1.538,NMC-LMO,SNL_NMC-LMO_85SOC_b
8.0,24.477,4.1456,1.467,NMC-LMO,SNL_NMC-LMO_85SOC_b
9.0,25.641,4.1475,1.556,NMC-LMO,SNL_NMC-LMO_85SOC_b
10.0,25.84,4.1446,1.442,NMC-LMO,SNL_NMC-LMO_85SOC_b
11.0,27.132,4.1474,1.471,NMC-LMO,SNL_NMC-LMO_85SOC_b
12.0,25.16,4.1428,1.53,NMC-LMO,SNL_NMC-LMO_85SOC_b
13.0,24.838,4.1432,1.414,NMC-LMO,SNL_NMC-LMO_85SOC_b
14.0,25.696,4.1466,1.515,NMC-LMO,SNL_NMC-LMO_85SOC_b
15.0,25.466,4.1474,1.502,NMC-LMO,SNL_NMC-LMO_85SOC_b
16.0,25.926,4.1448,1.517,NMC-LMO,SNL_NMC-LMO_85SOC_b
17.0,24.802,4.1409,1.513,NMC-LMO,SNL_NMC-LMO_85SOC_b
18.0,25.718,4.142,1.502,NMC-LMO,SNL_NMC-LMO_85SOC_b
19.0,25.754,4.14,1.546,NMC-LMO,SNL_NMC-LMO_85SOC_b
20.0,26.004,4.1448,1.558,NMC-LMO,SNL_NMC-LMO_85SOC_b
21.0,25.893,4.1457,1.461,NMC-LMO,SNL_NMC-LMO_85SOC_b
22.0,25.779,4.1425,1.531,NMC-LMO,SNL_NMC-LMO_85SOC_b
23.0,26.155,4.1435,1.469,NMC-LMO,SNL_NMC-LMO_85SOC_b
24.0,25.991,4.1444,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_b
25.0,26.421,4.1442,1.54,NMC-LMO,SNL_NMC-LMO_85SOC_b
26.0,24.903,4.1453,1.487,NMC-LMO,SNL_NMC-LMO_85SOC_b
27.0,24.997,4.1405,1.461,NMC-LMO,SNL_NMC-LMO_85SOC_b
28.0,25.896,4.1406,1.43,NMC-LMO,SNL_NMC-LMO_85SOC_b
29.0,25.474,4.1397,1.489,NMC-LMO,SNL_NMC-LMO_85SOC_b
30.0,26.374,4.142,1.454,NMC-LMO,SNL_NMC-LMO_85SOC_b
31.0,26.297,4.1417,1.513,NMC-LMO,SNL_NMC-LMO_85SOC_b
32.0,26.254,4.1406,1.489,NMC-LMO,SNL_NMC-LMO_85SOC_b
33.0,26.718,4.1412,1.498,NMC-LMO,SNL_NMC-LMO_85SOC_b
34.0,25.807,4.1399,1.501,NMC-LMO,SNL_NMC-LMO_85SOC_b
35.0,26.446,4.1439,1.526,NMC-LMO,SNL_NMC-LMO_85SOC_b
36.0,26.621,4.1413,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_b
37.0,27.809,4.1381,1.484,NMC-LMO,SNL_NMC-LMO_85SOC_b
38.0,25.965,4.1379,1.488,NMC-LMO,SNL_NMC-LMO_85SOC_b
39.0,26.99,4.1389,1.437,NMC-LMO,SNL_NMC-LMO_85SOC_b
40.0,26.463,4.1373,1.365,NMC-LMO,SNL_NMC-LMO_85SOC_b
41.0,26.795,4.1363,1.535,NMC-LMO,SNL_NMC-LMO_85SOC_b
42.0,26.03,4.1393,1.518,NMC-LMO,SNL_NMC-LMO_85SOC_b
43.0,26.71,4.137,1.463,NMC-LMO,SNL_NMC-LMO_85SOC_b
44.0,26.164,4.1346,1.489,NMC-LMO,SNL_NMC-LMO_85SOC_b
45.0,27.071,4.1372,1.54,NMC-LMO,SNL_NMC-LMO_85SOC_b
46.0,27.154,4.1347,1.526,NMC-LMO,SNL_NMC-LMO_85SOC_b
47.0,26.22,4.1385,1.468,NMC-LMO,SNL_NMC-LMO_85SOC_b
48.0,27.187,4.1381,1.359,NMC-LMO,SNL_NMC-LMO_85SOC_b
49.0,25.836,4.1338,1.531,NMC-LMO,SNL_NMC-LMO_85SOC_b
50.0,26.39,4.1328,1.515,NMC-LMO,SNL_NMC-LMO_85SOC_b
51.0,26.208,4.1354,1.497,NMC-LMO,SNL_NMC-LMO_85SOC_b
52.0,27.265,4.1354,1.47,NMC-LMO,SNL_NMC-LMO_85SOC_b
53.0,26.79,4.1383,1.488,NMC-LMO,SNL_NMC-LMO_85SOC_b
54.0,25.935,4.1318,1.587,NMC-LMO,SNL_NMC-LMO_85SOC_b
55.0,27.1,4.1333,1.523,NMC-LMO,SNL_NMC-LMO_85SOC_b
56.0,28.335,4.1343,1.464,NMC-LMO,SNL_NMC-LMO_85SOC_b
57.0,26.607,4.1309,1.498,NMC-LMO,SNL_NMC-LMO_85SOC_b
58.0,27.308,4.1289,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_b
59.0,27.25,4.1319,1.541,NMC-LMO,SNL_NMC-LMO_85SOC_b
60.0,26.956,4.1316,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_b
61.0,27.681,4.1339,1.515,NMC-LMO,SNL_NMC-LMO_85SOC_b
62.0,27.082,4.1323,1.469,NMC-LMO,SNL_NMC-LMO_85SOC_b
63.0,27.133,4.1327,1.451,NMC-LMO,SNL_NMC-LMO_85SOC_b
64.0,28.207,4.1344,1.543,NMC-LMO,SNL_NMC-LMO_85SOC_b
65.0,27.478,4.1305,1.505,NMC-LMO,SNL_NMC-LMO_85SOC_b
66.0,27.118,4.1272,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_b
67.0,27.085,4.1301,1.54,NMC-LMO,SNL_NMC-LMO_85SOC_b
68.0,26.924,4.1301,1.492,NMC-LMO,SNL_NMC-LMO_85SOC_b
69.0,27.97,4.1337,1.486,NMC-LMO,SNL_NMC-LMO_85SOC_b
70.0,27.951,4.1268,1.564,NMC-LMO,SNL_NMC-LMO_85SOC_b
71.0,28.648,4.1269,1.552,NMC-LMO,SNL_NMC-LMO_85SOC_b
72.0,27.713,4.1282,1.545,NMC-LMO,SNL_NMC-LMO_85SOC_b
73.0,27.591,4.1306,1.54,NMC-LMO,SNL_NMC-LMO_85SOC_b
74.0,26.976,4.1297,1.475,NMC-LMO,SNL_NMC-LMO_85SOC_b
75.0,27.478,4.1243,1.537,NMC-LMO,SNL_NMC-LMO_85SOC_b
76.0,27.855,4.1295,1.552,NMC-LMO,SNL_NMC-LMO_85SOC_b
77.0,27.875,4.1283,1.619,NMC-LMO,SNL_NMC-LMO_85SOC_b
78.0,28.584,4.1242,1.483,NMC-LMO,SNL_NMC-LMO_85SOC_b
79.0,28.15,4.1285,1.472,NMC-LMO,SNL_NMC-LMO_85SOC_b
80.0,26.614,4.1244,1.493,NMC-LMO,SNL_NMC-LMO_85SOC_b
81.0,27.961,4.1267,1.461,NMC-LMO,SNL_NMC-LMO_85SOC_b
82.0,28.481,4.125,1.592,NMC-LMO,SNL_NMC-LMO_85SOC_b
83.0,27.881,4.1259,1.555,NMC-LMO,SNL_NMC-LMO_85SOC_b
84.0,28.571,4.1266,1.494,NMC-LMO,SNL_NMC-LMO_85SOC_b
85.0,26.392,4.1219,1.406,NMC-LMO,SNL_NMC-LMO_85SOC_b
86.0,27.94,4.1202,1.438,NMC-LMO,SNL_NMC-LMO_85SOC_b
87.0,28.314,4.1261,1.486,NMC-LMO,SNL_NMC-LMO_85SOC_b
88.0,28.619,4.1243,1.465,NMC-LMO,SNL_NMC-LMO_85SOC_b
89.0,29.748,4.1252,1.579,NMC-LMO,SNL_NMC-LMO_85SOC_b
90.0,28.688,4.1253,1.44,NMC-LMO,SNL_NMC-LMO_85SOC_b
91.0,28.202,4.125,1.454,NMC-LMO,SNL_NMC-LMO_85SOC_b
92.0,30.04,4.1209,1.525,NMC-LMO,SNL_NMC-LMO_85SOC_b
93.0,28.35,4.1211,1.545,NMC-LMO,SNL_NMC-LMO_85SOC_b
94.0,26.914,4.1209,1.482,NMC-LMO,SNL_NMC-LMO_85SOC_b
95.0,28.314,4.1254,1.499,NMC-LMO,SNL_NMC-LMO_85SOC_b
96.0,29.423,4.1217,1.459,NMC-LMO,SNL_NMC-LMO_85SOC_b
97.0,28.854,4.1236,1.497,NMC-LMO,SNL_NMC-LMO_85SOC_b
98.0,29.022,4.1213,1.514,NMC-LMO,SNL_NMC-LMO_85SOC_b
99.0,29.005,4.1248,1.514,NMC-LMO,SNL_NMC-LMO_85SOC_b
100.0,29.052,4.1225,1.443,NMC-LMO,SNL_NMC-LMO_85SOC_b
101.0,28.845,4.1149,1.474,NMC-LMO,SNL_NMC-LMO_85SOC_b
102.0,27.544,4.1223,1.492,NMC-LMO,SNL_NMC-LMO_85SOC_b
103.0,29.514,4.1173,1.578,NMC-LMO,SNL_NMC-LMO_85SOC_b
104.0,29.108,4.1187,1.525,NMC-LMO,SNL_NMC-LMO_85SOC_b
105.0,29.041,4.124,1.458,NMC-LMO,SNL_NMC-LMO_85SOC_b
106.0,29.658,4.1199,1.426,NMC-LMO,SNL_NMC-LMO_85SOC_b
107.0,28.952,4.1138,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_b
108.0,29.591,4.1157,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_b
109.0,28.727,4.1203,1.463,NMC-LMO,SNL_NMC-LMO_85SOC_b
110.0,29.571,4.1182,1.502,NMC-LMO,SNL_NMC-LMO_85SOC_b
111.0,29.337,4.1143,1.609,NMC-LMO,SNL_NMC-LMO_85SOC_b
112.0,29.346,4.117,1.44,NMC-LMO,SNL_NMC-LMO_85SOC_b
113.0,30.237,4.1192,1.55,NMC-LMO,SNL_NMC-LMO_85SOC_b
114.0,29.121,4.1168,1.373,NMC-LMO,SNL_NMC-LMO_85SOC_b
115.0,30.258,4.1177,1.519,NMC-LMO,SNL_NMC-LMO_85SOC_b
116.0,28.878,4.1168,1.555,NMC-LMO,SNL_NMC-LMO_85SOC_b
117.0,29.303,4.1147,1.42,NMC-LMO,SNL_NMC-LMO_85SOC_b
118.0,29.271,4.1097,1.475,NMC-LMO,SNL_NMC-LMO_85SOC_b
119.0,29.103,4.1144,1.504,NMC-LMO,SNL_NMC-LMO_85SOC_b
120.0,29.396,4.1156,1.577,NMC-LMO,SNL_NMC-LMO_85SOC_b
121.0,29.288,4.1151,1.531,NMC-LMO,SNL_NMC-LMO_85SOC_b
122.0,28.671,4.1147,1.444,NMC-LMO,SNL_NMC-LMO_85SOC_b
123.0,29.647,4.1092,1.465,NMC-LMO,SNL_NMC-LMO_85SOC_b
124.0,28.716,4.1134,1.544,NMC-LMO,SNL_NMC-LMO_85SOC_b
125.0,29.054,4.1116,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_b
126.0,29.401,4.1134,1.522,NMC-LMO,SNL_NMC-LMO_85SOC_b
127.0,30.414,4.1125,1.535,NMC-LMO,SNL_NMC-LMO_85SOC_b
128.0,29.344,4.1083,1.485,NMC-LMO,SNL_NMC-LMO_85SOC_b
129.0,29.689,4.1066,1.527,NMC-LMO,SNL_NMC-LMO_85SOC_b
130.0,29.399,4.1142,1.585,NMC-LMO,SNL_NMC-LMO_85SOC_b
131.0,29.113,4.1129,1.432,NMC-LMO,SNL_NMC-LMO_85SOC_b
132.0,29.569,4.1091,1.469,NMC-LMO,SNL_NMC-LMO_85SOC_b
133.0,28.658,4.1064,1.514,NMC-LMO,SNL_NMC-LMO_85SOC_b
134.0,31.022,4.1089,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_b
135.0,30.81,4.1137,1.529,NMC-LMO,SNL_NMC-LMO_85SOC_b
136.0,30.158,4.1128,1.576,NMC-LMO,SNL_NMC-LMO_85SOC_b
137.0,30.823,4.1069,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_b
138.0,30.098,4.1067,1.549,NMC-LMO,SNL_NMC-LMO_85SOC_b
139.0,30.448,4.1103,1.506,NMC-LMO,SNL_NMC-LMO_85SOC_b
140.0,30.362,4.1091,1.549,NMC-LMO,SNL_NMC-LMO_85SOC_b
141.0,30.802,4.1093,1.37,NMC-LMO,SNL_NMC-LMO_85SOC_b
142.0,30.17,4.1065,1.462,NMC-LMO,SNL_NMC-LMO_85SOC_b
143.0,30.925,4.106,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_b
144.0,30.797,4.1051,1.521,NMC-LMO,SNL_NMC-LMO_85SOC_b
145.0,30.564,4.1085,1.53,NMC-LMO,SNL_NMC-LMO_85SOC_b
146.0,29.443,4.1024,1.563,NMC-LMO,SNL_NMC-LMO_85SOC_b
147.0,29.798,4.1056,1.559,NMC-LMO,SNL_NMC-LMO_85SOC_b
148.0,30.202,4.1041,1.522,NMC-LMO,SNL_NMC-LMO_85SOC_b
149.0,31.456,4.1066,1.499,NMC-LMO,SNL_NMC-LMO_85SOC_b
150.0,30.423,4.1041,1.484,NMC-LMO,SNL_NMC-LMO_85SOC_b
151.0,31.089,4.1029,1.498,NMC-LMO,SNL_NMC-LMO_85SOC_b
152.0,29.557,4.1048,1.462,NMC-LMO,SNL_NMC-LMO_85SOC_b
153.0,30.646,4.1077,1.544,NMC-LMO,SNL_NMC-LMO_85SOC_b
154.0,30.982,4.1037,1.505,NMC-LMO,SNL_NMC-LMO_85SOC_b
155.0,30.821,4.1037,1.458,NMC-LMO,SNL_NMC-LMO_85SOC_b
156.0,31.755,4.1032,1.459,NMC-LMO,SNL_NMC-LMO_85SOC_b
157.0,30.545,4.1044,1.538,NMC-LMO,SNL_NMC-LMO_85SOC_b
158.0,31.658,4.107,1.506,NMC-LMO,SNL_NMC-LMO_85SOC_b
159.0,29.726,4.1012,1.438,NMC-LMO,SNL_NMC-LMO_85SOC_b
160.0,31.412,4.1025,1.45,NMC-LMO,SNL_NMC-LMO_85SOC_b
161.0,31.409,4.1041,1.454,NMC-LMO,SNL_NMC-LMO_85SOC_b
162.0,32.069,4.1021,1.455,NMC-LMO,SNL_NMC-LMO_85SOC_b
163.0,31.01,4.0999,1.415,NMC-LMO,SNL_NMC-LMO_85SOC_b
164.0,31.362,4.1024,1.494,NMC-LMO,SNL_NMC-LMO_85SOC_b
165.0,30.918,4.1005,1.428,NMC-LMO,SNL_NMC-LMO_85SOC_b
166.0,31.641,4.0968,1.511,NMC-LMO,SNL_NMC-LMO_85SOC_b
167.0,32.415,4.0995,1.59,NMC-LMO,SNL_NMC-LMO_85SOC_b
168.0,32.52,4.101,1.504,NMC-LMO,SNL_NMC-LMO_85SOC_b
169.0,31.199,4.1015,1.527,NMC-LMO,SNL_NMC-LMO_85SOC_b
170.0,32.149,4.1001,1.488,NMC-LMO,SNL_NMC-LMO_85SOC_b
171.0,31.585,4.0984,1.448,NMC-LMO,SNL_NMC-LMO_85SOC_b
172.0,31.017,4.0952,1.469,NMC-LMO,SNL_NMC-LMO_85SOC_b
173.0,31.953,4.0991,1.48,NMC-LMO,SNL_NMC-LMO_85SOC_b
174.0,31.42,4.0994,1.502,NMC-LMO,SNL_NMC-LMO_85SOC_b
175.0,31.358,4.0969,1.399,NMC-LMO,SNL_NMC-LMO_85SOC_b
176.0,30.647,4.0982,1.584,NMC-LMO,SNL_NMC-LMO_85SOC_b
177.0,31.661,4.096,1.604,NMC-LMO,SNL_NMC-LMO_85SOC_b
178.0,31.997,4.0958,1.605,NMC-LMO,SNL_NMC-LMO_85SOC_b
179.0,32.306,4.0992,1.425,NMC-LMO,SNL_NMC-LMO_85SOC_b
180.0,32.055,4.0961,1.434,NMC-LMO,SNL_NMC-LMO_85SOC_b
181.0,32.887,4.098,1.547,NMC-LMO,SNL_NMC-LMO_85SOC_b
182.0,32.037,4.0963,1.59,NMC-LMO,SNL_NMC-LMO_85SOC_b
183.0,32.236,4.0996,1.468,NMC-LMO,SNL_NMC-LMO_85SOC_b
184.0,32.876,4.0952,1.504,NMC-LMO,SNL_NMC-LMO_85SOC_b
185.0,32.259,4.0929,1.548,NMC-LMO,SNL_NMC-LMO_85SOC_b
186.0,32.828,4.0969,1.55,NMC-LMO,SNL_NMC-LMO_85SOC_b
187.0,32.687,4.0937,1.483,NMC-LMO,SNL_NMC-LMO_85SOC_b
188.0,32.42,4.0956,1.496,NMC-LMO,SNL_NMC-LMO_85SOC_b
189.0,33.028,4.0939,1.469,NMC-LMO,SNL_NMC-LMO_85SOC_b
190.0,31.72,4.0973,1.477,NMC-LMO,SNL_NMC-LMO_85SOC_b
191.0,32.686,4.0895,1.541,NMC-LMO,SNL_NMC-LMO_85SOC_b
192.0,33.039,4.093,1.596,NMC-LMO,SNL_NMC-LMO_85SOC_b
193.0,32.957,4.091,1.429,NMC-LMO,SNL_NMC-LMO_85SOC_b
194.0,32.319,4.0922,1.441,NMC-LMO,SNL_NMC-LMO_85SOC_b
195.0,31.872,4.0895,1.51,NMC-LMO,SNL_NMC-LMO_85SOC_b
196.0,32.944,4.0885,1.583,NMC-LMO,SNL_NMC-LMO_85SOC_b
197.0,32.98,4.0897,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_b
198.0,31.41,4.0892,1.5,NMC-LMO,SNL_NMC-LMO_85SOC_b
199.0,33.12,4.0888,1.417,NMC-LMO,SNL_NMC-LMO_85SOC_b
200.0,32.189,4.0886,1.423,NMC-LMO,SNL_NMC-LMO_85SOC_b
201.0,32.765,4.0886,1.508,NMC-LMO,SNL_NMC-LMO_85SOC_b
202.0,33.488,4.0923,1.541,NMC-LMO,SNL_NMC-LMO_85SOC_b
